"Folder Type","Folder Description","Subdescription","Trade Name","Address","Issue Date","Expiry Date","Status","Neighbourhood Number","Neighbourhood Name","Electoral Ward","Community Characterization Area","Location"
"LX","License - Rooming Houses","Converted Residential Dwelling with Shared Facilities","(none)",,"2025 May 29 12:00:00 AM","2026 May 22 12:00:00 AM","Issued","3.105","WEST ALEXANDER","Point Douglas","Downtown",
"LX","License - Rooming Houses","Converted Residential Dwelling with Shared Facilities","(none)",,"2025 May 08 12:00:00 AM","2025 May 22 12:00:00 AM","Closed (L)","3.105","WEST ALEXANDER","Point Douglas","Downtown",
"LX","License - Rooming Houses","Converted Residential Dwelling with Shared Facilities","(none)",,"2023 Oct 05 12:00:00 AM","2024 Oct 02 12:00:00 AM","Closed (L)","1.104","SPENCE","Daniel McIntyre","Downtown",
"LX","License - Rooming Houses","Converted Residential Dwelling with Shared Facilities","(none)",,"2023 Mar 01 12:00:00 AM","2023 Oct 02 12:00:00 AM","Closed (L)","1.104","SPENCE","Daniel McIntyre","Downtown",
"LX","License - Rooming Houses","Converted Residential Dwelling with Shared Facilities","(none)",,"2024 Sep 18 12:00:00 AM","2025 Oct 02 12:00:00 AM","Issued","1.104","SPENCE","Daniel McIntyre","Downtown",
"LX","License - Rooming Houses","Converted Residential Dwelling with Shared Facilities","(none)",,"2023 Dec 28 12:00:00 AM","2024 Dec 31 12:00:00 AM","Closed (L)","1.104","SPENCE","Daniel McIntyre","Downtown",
"LX","License - Rooming Houses","Converted Residential Dwelling with Shared Facilities","(none)",,"2024 Dec 30 12:00:00 AM","2025 Dec 31 12:00:00 AM","Issued","1.104","SPENCE","Daniel McIntyre","Downtown",
"LX","License - Rooming Houses","Converted Residential Dwelling with Shared Facilities","(none)",,"2024 Jan 18 12:00:00 AM","2024 Dec 31 12:00:00 AM","Closed (L)","1.104","SPENCE","Daniel McIntyre","Downtown",
"LX","License - Rooming Houses","Converted Residential Dwelling with Shared Facilities","(none)",,"2024 Dec 23 12:00:00 AM","2025 Dec 31 12:00:00 AM","Issued","1.104","SPENCE","Daniel McIntyre","Downtown",
"LX","License - Rooming Houses","Converted Residential Dwelling with Shared Facilities","(none)",,"2023 Dec 28 12:00:00 AM","2024 Dec 29 12:00:00 AM","Closed (L)","1.104","SPENCE","Daniel McIntyre","Downtown",
"LX","License - Rooming Houses","Converted Residential Dwelling with Shared Facilities","(none)",,"2025 Jan 14 12:00:00 AM","2025 Dec 29 12:00:00 AM","Issued","1.104","SPENCE","Daniel McIntyre","Downtown",
"LX","License - Rooming Houses","Converted Residential Dwelling with Shared Facilities","(none)",,"2024 Jan 26 12:00:00 AM","2025 Jan 25 12:00:00 AM","Closed (L)","1.104","SPENCE","Daniel McIntyre","Downtown",
"LX","License - Rooming Houses","Converted Residential Dwelling with Shared Facilities","(none)",,"2023 Mar 07 12:00:00 AM","2024 Jan 25 12:00:00 AM","Closed (L)","1.104","SPENCE","Daniel McIntyre","Downtown",
"LX","License - Rooming Houses","Converted Residential Dwelling with Shared Facilities","(none)",,"2025 Jan 28 12:00:00 AM","2026 Jan 25 12:00:00 AM","Issued","1.104","SPENCE","Daniel McIntyre","Downtown",
"LX","License - Rooming Houses","Converted Residential Dwelling with Shared Facilities","(none)",,"2024 May 02 12:00:00 AM","2025 May 19 12:00:00 AM","Closed (L)","1.104","SPENCE","Daniel McIntyre","Downtown",
"LX","License - Rooming Houses","Converted Residential Dwelling with Shared Facilities","(none)",,"2023 May 11 12:00:00 AM","2024 May 19 12:00:00 AM","Closed (L)","1.104","SPENCE","Daniel McIntyre","Downtown",
"LX","License - Rooming Houses","Converted Residential Dwelling with Shared Facilities","(none)",,"2025 May 20 12:00:00 AM","2026 May 19 12:00:00 AM","Issued","1.104","SPENCE","Daniel McIntyre","Downtown",
"LX","License - Rooming Houses","Converted Residential Dwelling with Shared Facilities","(none)",,"2024 Apr 24 12:00:00 AM","2025 Apr 30 12:00:00 AM","Closed (L)","1.104","SPENCE","Daniel McIntyre","Downtown",
"LX","License - Rooming Houses","Converted Residential Dwelling with Shared Facilities","(none)",,"2023 Apr 27 12:00:00 AM","2024 Apr 30 12:00:00 AM","Closed (L)","1.104","SPENCE","Daniel McIntyre","Downtown",
"LX","License - Rooming Houses","Converted Residential Dwelling with Shared Facilities","(none)",,"2025 Apr 29 12:00:00 AM","2026 Apr 30 12:00:00 AM","Issued","1.104","SPENCE","Daniel McIntyre","Downtown",
"LX","License - Rooming Houses","Converted Residential Dwelling with Shared Facilities","(none)",,"2023 Dec 15 12:00:00 AM","2024 Dec 31 12:00:00 AM","Closed (L)","1.104","SPENCE","Daniel McIntyre","Downtown",
"LX","License - Rooming Houses","Converted Residential Dwelling with Shared Facilities","(none)",,"2025 Jan 13 12:00:00 AM","2025 Dec 31 12:00:00 AM","Issued","1.104","SPENCE","Daniel McIntyre","Downtown",
"LX","License - Rooming Houses","Converted Residential Dwelling with Shared Facilities","(none)",,"2023 Jun 06 12:00:00 AM","2024 Jun 27 12:00:00 AM","Closed (L)","1.104","SPENCE","Daniel McIntyre","Downtown",
"LX","License - Rooming Houses","Converted Residential Dwelling with Shared Facilities","(none)",,"2025 May 26 12:00:00 AM","2026 Jun 27 12:00:00 AM","Issued","1.104","SPENCE","Daniel McIntyre","Downtown",
"LX","License - Rooming Houses","Converted Residential Dwelling with Shared Facilities","(none)",,"2024 Jun 26 12:00:00 AM","2025 Jun 27 12:00:00 AM","Closed (L)","1.104","SPENCE","Daniel McIntyre","Downtown",
"LX","License - Rooming Houses","Converted Residential Dwelling with Shared Facilities","(none)",,"2023 Oct 05 12:00:00 AM","2024 Oct 05 12:00:00 AM","Closed (L)","1.104","SPENCE","Daniel McIntyre","Downtown",
"LX","License - Rooming Houses","Converted Residential Dwelling with Shared Facilities","(none)",,"2023 Jan 27 12:00:00 AM","2023 Oct 05 12:00:00 AM","Closed (L)","1.104","SPENCE","Daniel McIntyre","Downtown",
"LX","License - Rooming Houses","Converted Residential Dwelling with Shared Facilities","(none)",,"2024 Sep 18 12:00:00 AM","2025 Oct 05 12:00:00 AM","Issued","1.104","SPENCE","Daniel McIntyre","Downtown",
"LX","License - Rooming Houses","Converted Residential Dwelling with Shared Facilities","(none)",,"2023 Oct 05 12:00:00 AM","2024 Oct 02 12:00:00 AM","Closed (L)","1.104","SPENCE","Daniel McIntyre","Downtown",
"LX","License - Rooming Houses","Converted Residential Dwelling with Shared Facilities","(none)",,"2023 Mar 01 12:00:00 AM","2023 Oct 02 12:00:00 AM","Closed (L)","1.104","SPENCE","Daniel McIntyre","Downtown",
"LX","License - Rooming Houses","Converted Residential Dwelling with Shared Facilities","(none)",,"2024 Sep 18 12:00:00 AM","2025 Oct 02 12:00:00 AM","Issued","1.104","SPENCE","Daniel McIntyre","Downtown",
"LX","License - Rooming Houses","Converted Residential Dwelling with Shared Facilities","(none)",,"2023 Oct 05 12:00:00 AM","2024 Oct 05 12:00:00 AM","Closed (L)","1.104","SPENCE","Daniel McIntyre","Downtown",
"LX","License - Rooming Houses","Converted Residential Dwelling with Shared Facilities","(none)",,"2024 Sep 18 12:00:00 AM","2025 Oct 05 12:00:00 AM","Issued","1.104","SPENCE","Daniel McIntyre","Downtown",
"LX","License - Rooming Houses","Converted Residential Dwelling with Shared Facilities","(none)",,"2023 Dec 29 12:00:00 AM","2024 Dec 31 12:00:00 AM","Closed (L)","1.104","SPENCE","Daniel McIntyre","Downtown",
"LX","License - Rooming Houses","Converted Residential Dwelling with Shared Facilities","(none)",,"2024 Dec 17 12:00:00 AM","2025 Dec 31 12:00:00 AM","Issued","1.104","SPENCE","Daniel McIntyre","Downtown",
"LX","License - Rooming Houses","Converted Residential Dwelling with Shared Facilities","(none)",,"2023 Dec 28 12:00:00 AM","2024 Dec 31 12:00:00 AM","Closed (L)","1.104","SPENCE","Daniel McIntyre","Downtown",
"LX","License - Rooming Houses","Converted Residential Dwelling with Shared Facilities","(none)",,"2023 Dec 13 12:00:00 AM","2024 Dec 31 12:00:00 AM","Closed (L)","1.104","SPENCE","Daniel McIntyre","Downtown",
"LX","License - Rooming Houses","Converted Residential Dwelling with Shared Facilities","(none)",,"2024 Dec 12 12:00:00 AM","2025 Dec 31 12:00:00 AM","Issued","1.104","SPENCE","Daniel McIntyre","Downtown",
"LX","License - Rooming Houses","Converted Residential Dwelling with Shared Facilities","(none)",,"2024 Jan 05 12:00:00 AM","2025 Jan 06 12:00:00 AM","Closed (L)","1.104","SPENCE","Daniel McIntyre","Downtown",
"LX","License - Rooming Houses","Converted Residential Dwelling with Shared Facilities","(none)",,"2023 Jan 31 12:00:00 AM","2024 Jan 06 12:00:00 AM","Closed (L)","1.104","SPENCE","Daniel McIntyre","Downtown",
"LX","License - Rooming Houses","Converted Residential Dwelling with Shared Facilities","(none)",,"2025 Feb 14 12:00:00 AM","2026 Jan 06 12:00:00 AM","Issued","1.104","SPENCE","Daniel McIntyre","Downtown",
"LX","License - Rooming Houses","Converted Residential Dwelling with Shared Facilities","(none)",,"2023 Sep 19 12:00:00 AM","2024 Aug 18 12:00:00 AM","Closed (L)","1.104","SPENCE","Daniel McIntyre","Downtown",
"LX","License - Rooming Houses","Converted Residential Dwelling with Shared Facilities","(none)",,"2023 Dec 19 12:00:00 AM","2024 Dec 31 12:00:00 AM","Closed (L)","1.104","SPENCE","Daniel McIntyre","Downtown",
"LX","License - Rooming Houses","Converted Residential Dwelling with Shared Facilities","(none)",,"2023 Feb 09 12:00:00 AM","2023 Dec 31 12:00:00 AM","Closed (L)","1.104","SPENCE","Daniel McIntyre","Downtown",
"LX","License - Rooming Houses","Converted Residential Dwelling with Shared Facilities","(none)",,"2025 Jan 02 12:00:00 AM","2025 Dec 31 12:00:00 AM","Issued","1.104","SPENCE","Daniel McIntyre","Downtown",
"LX","License - Rooming Houses","Converted Residential Dwelling with Shared Facilities","(none)",,"2023 Dec 08 12:00:00 AM","2024 Dec 31 12:00:00 AM","Closed (L)","1.104","SPENCE","Daniel McIntyre","Downtown",
"LX","License - Rooming Houses","Converted Residential Dwelling with Shared Facilities","(none)",,"2024 Dec 23 12:00:00 AM","2025 Dec 31 12:00:00 AM","Issued","1.104","SPENCE","Daniel McIntyre","Downtown",
"LX","License - Rooming Houses","Converted Residential Dwelling with Shared Facilities","(none)",,"2023 Dec 21 12:00:00 AM","2024 Dec 31 12:00:00 AM","Closed (L)","1.104","SPENCE","Daniel McIntyre","Downtown",
"LX","License - Rooming Houses","Converted Residential Dwelling with Shared Facilities","(none)",,"2024 Dec 30 12:00:00 AM","2025 Dec 31 12:00:00 AM","Issued","1.104","SPENCE","Daniel McIntyre","Downtown",
"LX","License - Rooming Houses","Converted Residential Dwelling with Shared Facilities","(none)",,"2023 Dec 21 12:00:00 AM","2024 Dec 31 12:00:00 AM","Closed (L)","1.104","SPENCE","Daniel McIntyre","Downtown",
"LX","License - Rooming Houses","Converted Residential Dwelling with Shared Facilities","(none)",,"2024 Dec 30 12:00:00 AM","2025 Dec 31 12:00:00 AM","Issued","1.104","SPENCE","Daniel McIntyre","Downtown",
"LX","License - Rooming Houses","Converted Residential Dwelling with Shared Facilities","(none)",,"2024 Apr 17 12:00:00 AM","2025 Apr 30 12:00:00 AM","Closed (L)","1.104","SPENCE","Daniel McIntyre","Downtown",
"LX","License - Rooming Houses","Converted Residential Dwelling with Shared Facilities","(none)",,"2023 Apr 25 12:00:00 AM","2024 Apr 30 12:00:00 AM","Closed (L)","1.104","SPENCE","Daniel McIntyre","Downtown",
"LX","License - Rooming Houses","Converted Residential Dwelling with Shared Facilities","(none)",,"2025 Apr 22 12:00:00 AM","2026 Apr 30 12:00:00 AM","Issued","1.104","SPENCE","Daniel McIntyre","Downtown",
"LX","License - Rooming Houses","Converted Residential Dwelling with Shared Facilities","(none)",,"2023 Jul 13 12:00:00 AM","2024 Jul 10 12:00:00 AM","Closed (L)","1.108","DANIEL McINTYRE","Daniel McIntyre","Downtown",
"LX","License - Rooming Houses","Converted Residential Dwelling with Shared Facilities","(none)",,"2025 Jun 10 12:00:00 AM","2026 Jul 10 12:00:00 AM","Issued","1.108","DANIEL McINTYRE","Daniel McIntyre","Downtown",
"LX","License - Rooming Houses","Converted Residential Dwelling with Shared Facilities","(none)",,"2024 Jul 26 12:00:00 AM","2025 Jul 10 12:00:00 AM","Closed (L)","1.108","DANIEL McINTYRE","Daniel McIntyre","Downtown",
"LX","License - Rooming Houses","Converted Residential Dwelling with Shared Facilities","(none)",,"2024 Jan 03 12:00:00 AM","2024 Dec 31 12:00:00 AM","Cancelled","1.108","DANIEL McINTYRE","Daniel McIntyre","Downtown",
"LX","License - Rooming Houses","Converted Residential Dwelling with Shared Facilities","(none)",,"2024 Nov 15 12:00:00 AM","2025 Aug 01 12:00:00 AM","Issued","1.108","DANIEL McINTYRE","Daniel McIntyre","Downtown",
"LX","License - Rooming Houses","Converted Residential Dwelling with Shared Facilities","(none)",,"2024 May 28 12:00:00 AM","2024 Dec 29 12:00:00 AM","Closed (L)","1.108","DANIEL McINTYRE","Daniel McIntyre","Downtown",
"LX","License - Rooming Houses","Converted Residential Dwelling with Shared Facilities","(none)",,"2023 Mar 15 12:00:00 AM","2023 Dec 29 12:00:00 AM","Closed (L)","1.108","DANIEL McINTYRE","Daniel McIntyre","Downtown",
"LX","License - Rooming Houses","Converted Residential Dwelling with Shared Facilities","(none)",,"2025 Mar 13 12:00:00 AM","2025 Dec 29 12:00:00 AM","Issued","1.108","DANIEL McINTYRE","Daniel McIntyre","Downtown",
"LX","License - Rooming Houses","Converted Residential Dwelling with Shared Facilities","(none)",,"2024 Feb 05 12:00:00 AM","2025 Jan 31 12:00:00 AM","Ceased Operation","1.108","DANIEL McINTYRE","Daniel McIntyre","Downtown",
"LX","License - Rooming Houses","Converted Residential Dwelling with Shared Facilities","(none)",,"2023 Jan 26 12:00:00 AM","2023 Jan 31 12:00:00 AM","Closed (L)","1.108","DANIEL McINTYRE","Daniel McIntyre","Downtown",
"LX","License - Rooming Houses","Converted Residential Dwelling with Shared Facilities","(none)",,"2023 Jan 31 12:00:00 AM","2024 Jan 31 12:00:00 AM","Closed (L)","1.108","DANIEL McINTYRE","Daniel McIntyre","Downtown",
"LX","License - Rooming Houses","Converted Residential Dwelling with Shared Facilities","(none)",,"2025 May 08 12:00:00 AM","2025 Nov 26 12:00:00 AM","Issued","1.108","DANIEL McINTYRE","Daniel McIntyre","Downtown",
"LX","License - Rooming Houses","Converted Residential Dwelling with Shared Facilities","(none)",,"2023 Aug 01 12:00:00 AM","2024 Aug 01 12:00:00 AM","Closed (L)","1.108","DANIEL McINTYRE","Daniel McIntyre","Downtown",
"LX","License - Rooming Houses","Converted Residential Dwelling with Shared Facilities","(none)",,"2024 Jul 29 12:00:00 AM","2025 Aug 01 12:00:00 AM","Issued","1.108","DANIEL McINTYRE","Daniel McIntyre","Downtown",
"LX","License - Rooming Houses","Converted Residential Dwelling with Shared Facilities","(none)",,"2023 Aug 03 12:00:00 AM","2024 Aug 06 12:00:00 AM","Closed (L)","1.112","ST. MATTHEWS","Daniel McIntyre","Downtown",
"LX","License - Rooming Houses","Converted Residential Dwelling with Shared Facilities","(none)",,"2024 Sep 04 12:00:00 AM","2025 Aug 06 12:00:00 AM","Issued","1.112","ST. MATTHEWS","Daniel McIntyre","Downtown",
"LX","License - Rooming Houses","Converted Residential Dwelling with Shared Facilities","(none)",,"2024 Dec 06 12:00:00 AM","2024 Nov 22 12:00:00 AM","Closed (L)","1.108","DANIEL McINTYRE","Daniel McIntyre","Downtown",
"LX","License - Rooming Houses","Converted Residential Dwelling with Shared Facilities","(none)",,"2024 Dec 16 12:00:00 AM","2025 Nov 22 12:00:00 AM","Issued","1.108","DANIEL McINTYRE","Daniel McIntyre","Downtown",
"LX","License - Rooming Houses","Converted Residential Dwelling with Shared Facilities","(none)",,"2023 Dec 28 12:00:00 AM","2024 Dec 31 12:00:00 AM","Closed (L)","1.108","DANIEL McINTYRE","Daniel McIntyre","Downtown",
"LX","License - Rooming Houses","Converted Residential Dwelling with Shared Facilities","(none)",,"2024 Dec 23 12:00:00 AM","2025 Dec 31 12:00:00 AM","Issued","1.108","DANIEL McINTYRE","Daniel McIntyre","Downtown",
"LX","License - Rooming Houses","Converted Residential Dwelling with Shared Facilities","(none)",,"2024 May 27 12:00:00 AM","2025 May 31 12:00:00 AM","Closed (L)","1.112","ST. MATTHEWS","Daniel McIntyre","Downtown",
"LX","License - Rooming Houses","Converted Residential Dwelling with Shared Facilities","(none)",,"2023 May 30 12:00:00 AM","2024 May 31 12:00:00 AM","Closed (L)","1.112","ST. MATTHEWS","Daniel McIntyre","Downtown",
"LX","License - Rooming Houses","Converted Residential Dwelling with Shared Facilities","(none)",,"2025 May 29 12:00:00 AM","2026 May 31 12:00:00 AM","Issued","1.112","ST. MATTHEWS","Daniel McIntyre","Downtown",
"LX","License - Rooming Houses","Converted Residential Dwelling with Shared Facilities","(none)",,"2025 Feb 07 12:00:00 AM","2024 Dec 31 12:00:00 AM","Closed (L)","3.306","ST. JOHN'S","Mynarski","Point Douglas",
"LX","License - Rooming Houses","Converted Residential Dwelling with Shared Facilities","(none)",,"2025 Mar 05 12:00:00 AM","2025 Dec 31 12:00:00 AM","Issued","3.306","ST. JOHN'S","Mynarski","Point Douglas",
"LX","License - Rooming Houses","Converted Residential Dwelling with Shared Facilities","(none)",,"2023 Dec 11 12:00:00 AM","2024 Dec 31 12:00:00 AM","Closed (L)","3.311","NORTH POINT DOUGLAS","Mynarski","Point Douglas",
"LX","License - Rooming Houses","Converted Residential Dwelling with Shared Facilities","(none)",,"2024 Dec 27 12:00:00 AM","2025 Dec 31 12:00:00 AM","Demolished","3.311","NORTH POINT DOUGLAS","Mynarski","Point Douglas",
"LX","License - Rooming Houses","Converted Residential Dwelling with Shared Facilities","(none)",,"2024 Feb 07 12:00:00 AM","2025 Jan 31 12:00:00 AM","Closed (L)","3.311","NORTH POINT DOUGLAS","Mynarski","Point Douglas",
"LX","License - Rooming Houses","Converted Residential Dwelling with Shared Facilities","(none)",,"2023 Jan 24 12:00:00 AM","2024 Jan 31 12:00:00 AM","Closed (L)","3.311","NORTH POINT DOUGLAS","Mynarski","Point Douglas",
"LX","License - Rooming Houses","Converted Residential Dwelling with Shared Facilities","(none)",,"2025 Jan 27 12:00:00 AM","2026 Jan 31 12:00:00 AM","Issued","3.311","NORTH POINT DOUGLAS","Mynarski","Point Douglas",
"LX","License - Rooming Houses","Converted Residential Dwelling with Shared Facilities","(none)",,"2023 Dec 27 12:00:00 AM","2024 Dec 31 12:00:00 AM","Closed (L)","3.311","NORTH POINT DOUGLAS","Mynarski","Point Douglas",
"LX","License - Rooming Houses","Converted Residential Dwelling with Shared Facilities","(none)",,"2025 Jan 13 12:00:00 AM","2025 Dec 31 12:00:00 AM","Issued","3.311","NORTH POINT DOUGLAS","Mynarski","Point Douglas",
"LX","License - Rooming Houses","Converted Residential Dwelling with Shared Facilities","(none)",,"2024 Jan 31 12:00:00 AM","2024 Dec 31 12:00:00 AM","Closed (L)","3.306","ST. JOHN'S","Mynarski","Point Douglas",
"LX","License - Rooming Houses","Converted Residential Dwelling with Shared Facilities","(none)",,"2024 Dec 27 12:00:00 AM","2025 Dec 31 12:00:00 AM","Issued","3.306","ST. JOHN'S","Mynarski","Point Douglas",
"LX","License - Rooming Houses","Converted Residential Dwelling with Shared Facilities","(none)",,"2024 Aug 07 12:00:00 AM","2025 Mar 31 12:00:00 AM","Closed (L)","3.306","ST. JOHN'S","Mynarski","Point Douglas",
"LX","License - Rooming Houses","Converted Residential Dwelling with Shared Facilities","(none)",,"2023 Jul 20 12:00:00 AM","2024 Mar 31 12:00:00 AM","Closed (L)","3.306","ST. JOHN'S","Mynarski","Point Douglas",
"LX","License - Rooming Houses","Converted Residential Dwelling with Shared Facilities","(none)",,"2025 Apr 29 12:00:00 AM","2026 Mar 31 12:00:00 AM","Issued","3.306","ST. JOHN'S","Mynarski","Point Douglas",
"LX","License - Rooming Houses","Converted Residential Dwelling with Shared Facilities","(none)",,"2024 Jul 30 12:00:00 AM","2024 Dec 31 12:00:00 AM","Closed (L)","3.306","ST. JOHN'S","Mynarski","Point Douglas",
"LX","License - Rooming Houses","Converted Residential Dwelling with Shared Facilities","(none)",,"2023 Jul 28 12:00:00 AM","2023 Dec 31 12:00:00 AM","Closed (L)","3.306","ST. JOHN'S","Mynarski","Point Douglas",
"LX","License - Rooming Houses","Converted Residential Dwelling with Shared Facilities","(none)",,"2025 Apr 09 12:00:00 AM","2025 Dec 31 12:00:00 AM","Ceased Operation","3.306","ST. JOHN'S","Mynarski","Point Douglas",
"LX","License - Rooming Houses","Converted Residential Dwelling with Shared Facilities","(none)",,"2023 Dec 11 12:00:00 AM","2024 Dec 31 12:00:00 AM","Closed (L)","3.311","NORTH POINT DOUGLAS","Mynarski","Point Douglas",
"LX","License - Rooming Houses","Converted Residential Dwelling with Shared Facilities","(none)",,"2024 Dec 27 12:00:00 AM","2025 Dec 31 12:00:00 AM","Issued","3.311","NORTH POINT DOUGLAS","Mynarski","Point Douglas",
"LX","License - Rooming Houses","Converted Residential Dwelling with Shared Facilities","(none)",,"2024 Jan 16 12:00:00 AM","2025 Feb 08 12:00:00 AM","Closed (L)","3.302","WILLIAM WHYTE","Mynarski","Point Douglas",
"LX","License - Rooming Houses","Converted Residential Dwelling with Shared Facilities","(none)",,"2023 Feb 02 12:00:00 AM","2024 Feb 08 12:00:00 AM","Closed (L)","3.302","WILLIAM WHYTE","Mynarski","Point Douglas",
"LX","License - Rooming Houses","Converted Residential Dwelling with Shared Facilities","(none)",,"2025 Feb 05 12:00:00 AM","2026 Feb 08 12:00:00 AM","Issued","3.302","WILLIAM WHYTE","Mynarski","Point Douglas",
"LX","License - Rooming Houses","Converted Residential Dwelling with Shared Facilities","(none)",,"2023 Dec 27 12:00:00 AM","2024 Dec 31 12:00:00 AM","Closed (L)","3.302","WILLIAM WHYTE","Mynarski","Point Douglas",
"LX","License - Rooming Houses","Converted Residential Dwelling with Shared Facilities","(none)",,"2024 Dec 18 12:00:00 AM","2025 Dec 31 12:00:00 AM","Issued","3.302","WILLIAM WHYTE","Mynarski","Point Douglas",
"LX","License - Rooming Houses","Converted Residential Dwelling with Shared Facilities","(none)",,"2024 Jan 03 12:00:00 AM","2024 Dec 31 12:00:00 AM","Closed (L)","3.302","WILLIAM WHYTE","Mynarski","Point Douglas",
"LX","License - Rooming Houses","Converted Residential Dwelling with Shared Facilities","(none)",,"2023 Jan 03 12:00:00 AM","2023 Dec 31 12:00:00 AM","Closed (L)","3.302","WILLIAM WHYTE","Mynarski","Point Douglas",
"LX","License - Rooming Houses","Converted Residential Dwelling with Shared Facilities","(none)",,"2024 Dec 13 12:00:00 AM","2025 Dec 31 12:00:00 AM","Issued","3.302","WILLIAM WHYTE","Mynarski","Point Douglas",
"LX","License - Rooming Houses","Converted Residential Dwelling with Shared Facilities","(none)",,"2024 Jan 04 12:00:00 AM","2024 Dec 31 12:00:00 AM","Closed (L)","3.306","ST. JOHN'S","Mynarski","Point Douglas",
"LX","License - Rooming Houses","Converted Residential Dwelling with Shared Facilities","(none)",,"2023 Jan 03 12:00:00 AM","2023 Dec 31 12:00:00 AM","Closed (L)","3.306","ST. JOHN'S","Mynarski","Point Douglas",
"LX","License - Rooming Houses","Converted Residential Dwelling with Shared Facilities","(none)",,"2025 Jan 06 12:00:00 AM","2025 Dec 31 12:00:00 AM","Issued","3.306","ST. JOHN'S","Mynarski","Point Douglas",
"LX","License - Rooming Houses","Converted Residential Dwelling with Shared Facilities","(none)",,"2023 Dec 20 12:00:00 AM","2024 Dec 31 12:00:00 AM","Closed (L)","3.302","WILLIAM WHYTE","Mynarski","Point Douglas",
"LX","License - Rooming Houses","Converted Residential Dwelling with Shared Facilities","(none)",,"2024 Dec 16 12:00:00 AM","2025 Dec 31 12:00:00 AM","Ceased Operation","3.302","WILLIAM WHYTE","Mynarski","Point Douglas",
"LX","License - Rooming Houses","Converted Residential Dwelling with Shared Facilities","(none)",,"2023 Aug 25 12:00:00 AM","2024 Aug 04 12:00:00 AM","Closed (L)","3.301","DUFFERIN","Mynarski","Point Douglas",
"LX","License - Rooming Houses","Converted Residential Dwelling with Shared Facilities","(none)",,"2024 Aug 26 12:00:00 AM","2025 Aug 04 12:00:00 AM","Issued","3.301","DUFFERIN","Mynarski","Point Douglas",
"LX","License - Rooming Houses","Converted Residential Dwelling with Shared Facilities","(none)",,"2023 Jun 21 12:00:00 AM","2024 Jul 01 12:00:00 AM","Closed (L)","3.311","NORTH POINT DOUGLAS","Mynarski","Point Douglas",
"LX","License - Rooming Houses","Converted Residential Dwelling with Shared Facilities","(none)",,"2023 Feb 08 12:00:00 AM","2023 Sep 30 12:00:00 AM","Closed (L)","1.103","WEST BROADWAY","Fort Rouge - East Fort Garry","Downtown",
"LX","License - Rooming Houses","Converted Residential Dwelling with Shared Facilities","(none)",,"2023 Oct 05 12:00:00 AM","2024 Sep 30 12:00:00 AM","Closed (L)","1.103","WEST BROADWAY","Fort Rouge - East Fort Garry","Downtown",
"LX","License - Rooming Houses","Converted Residential Dwelling with Shared Facilities","(none)",,"2024 Sep 20 12:00:00 AM","2025 Sep 30 12:00:00 AM","Issued","1.103","WEST BROADWAY","Fort Rouge - East Fort Garry","Downtown",
"LX","License - Rooming Houses","Converted Residential Dwelling with Shared Facilities","(none)",,"2024 Oct 08 12:00:00 AM","2024 Aug 31 12:00:00 AM","Closed (L)","4.401","CHALMERS","Elmwood - East Kildonan","River East",
"LX","License - Rooming Houses","Converted Residential Dwelling with Shared Facilities","(none)",,"2023 Oct 05 12:00:00 AM","2024 Oct 02 12:00:00 AM","Closed (L)","1.104","SPENCE","Daniel McIntyre","Downtown",
"LX","License - Rooming Houses","Converted Residential Dwelling with Shared Facilities","(none)",,"2023 Mar 01 12:00:00 AM","2023 Oct 02 12:00:00 AM","Closed (L)","1.104","SPENCE","Daniel McIntyre","Downtown",
"LX","License - Rooming Houses","Converted Residential Dwelling with Shared Facilities","(none)",,"2024 Sep 18 12:00:00 AM","2025 Oct 02 12:00:00 AM","Issued","1.104","SPENCE","Daniel McIntyre","Downtown",
"LX","License - Rooming Houses","Converted Residential Dwelling with Shared Facilities","(none)",,"2023 Dec 28 12:00:00 AM","2024 Dec 31 12:00:00 AM","Closed (L)","1.103","WEST BROADWAY","Fort Rouge - East Fort Garry","Downtown",
"LX","License - Rooming Houses","Converted Residential Dwelling with Shared Facilities","(none)",,"2024 Dec 23 12:00:00 AM","2025 Dec 31 12:00:00 AM","Issued","1.103","WEST BROADWAY","Fort Rouge - East Fort Garry","Downtown",
"LX","License - Rooming Houses","Converted Residential Dwelling with Shared Facilities","(none)",,"2023 Jul 05 12:00:00 AM","2024 Jul 03 12:00:00 AM","Closed (L)","1.103","WEST BROADWAY","Fort Rouge - East Fort Garry","Downtown",
"LX","License - Rooming Houses","Converted Residential Dwelling with Shared Facilities","(none)",,"2024 Sep 06 12:00:00 AM","2025 Jul 03 12:00:00 AM","Closed (L)","1.103","WEST BROADWAY","Fort Rouge - East Fort Garry","Downtown",
"LX","License - Rooming Houses","Converted Residential Dwelling with Shared Facilities","(none)",,"2023 Dec 28 12:00:00 AM","2024 Dec 31 12:00:00 AM","Closed (L)","1.113","WOLSELEY","Daniel McIntyre","West End",
"LX","License - Rooming Houses","Converted Residential Dwelling with Shared Facilities","(none)",,"2025 Jan 14 12:00:00 AM","2025 Dec 31 12:00:00 AM","Issued","1.113","WOLSELEY","Daniel McIntyre","West End",
